2.143179492445990597e+00,3.202851646221889226e-01,1.170154150574944096e-01,7.498722756899872666e-01,2.125717353617861960e-01,-3.944628382927473642e-01,-9.593078305439153297e-01
-4.918728445247451120e-01,-7.210218749655636916e-01,-4.149233106366861934e-01,1.226667512473106569e+00,2.898548934293661006e-01,-1.557662280159395785e+00,2.933140053743680808e-01
-2.181864161963694704e-01,-1.468781145940963873e+00,-1.427366105087740644e-01,-1.668593439002984402e-01,-7.312521393349495913e-01,-9.817645616330792357e-01,8.973631506372869993e-03
9.200574306286688486e-01,-5.179906202531026072e-01,-6.269133572841689706e-01,-6.236494418616336244e-01,-6.180942154237502040e-01,2.129129937934086669e-01,4.535775113249401747e-02
1.221255205038277669e+00,-6.698335681849928447e-01,-2.271607133998831962e-02,2.442286405322527387e-01,9.444472420452082462e-01,-1.189068524983837083e+00,1.272780455032906044e+00
-3.447121478159955732e-01,-6.125230538167333316e-01,9.572321930398888234e-01,9.885902580550742780e-01,9.847078306860920782e-02,-1.258646385386149369e+00,1.145075398214456586e+00
-7.443853221246925500e-01,4.637869185488465718e-01,6.525937050211365609e-01,2.132038645607289507e+00,1.332089374372021462e+00,-5.161384313123866807e-01,2.152947543978163569e+00
5.587503173990968630e-01,6.297446972435678525e-01,-3.447083246799931278e-01,8.805520005793254779e-01,8.117238928456177449e-01,-5.918314441498284673e-01,-1.932301058293558471e+00
1.740931558164583670e+00,-1.009140896650021268e+00,3.934836960158960562e-02,1.116188366710819890e+00,-5.546467955324789756e-01,-5.559638284125103525e-01,1.593097237764082186e+00
1.867573903951383896e+00,-2.266885794495055784e+00,3.616364461453861479e-01,9.598115599649194030e-01,3.730784222857096988e-01,-1.066769308028763241e+00,-8.225578696410615898e-01
-1.012606506502486514e+00,-5.915443320347190115e-01,1.453250928580718915e+00,1.739747799509506310e+00,-4.633507696463711190e-01,-2.827696773006384223e+00,1.050594998325290741e-01
3.274409116975604550e-01,-4.455289171115484059e-02,5.370264716885037037e-02,3.493297179048959200e-01,1.794292322168078158e-01,-6.538266654323701133e-01,-4.054449825596112555e-01
-1.390634251368436658e+00,-1.011516833031759877e+00,-6.068458139456109901e-01,-1.927608188554341684e-01,-5.738736906331552978e-01,2.377028597470540738e-01,1.922328082884959821e-01
-7.036606816780197615e-01,-1.655531875677727083e+00,2.080889629155621812e+00,-9.690723643532330733e-01,4.424500557364587083e-02,-1.216586390362744297e+00,1.217627770044796609e+00
7.783199528661850497e-01,-1.008933578800730313e-02,-1.262816356092936854e+00,5.604585234434855678e-02,-2.592202369428868280e+00,-3.673994998712555304e-01,1.195585055298305777e-01
1.442390988809856722e+00,-1.941344402200368968e+00,-8.555748300513458249e-01,-1.729615197970822305e+00,6.641894360623947779e-01,-7.528460227537618898e-01,1.449378356302753468e-01
2.178013672926899069e+00,-1.564851732188768940e-01,-1.096657708608272108e-01,-1.917820136843760848e-01,-3.810992955151691619e-02,-2.254076759902210458e+00,7.283291174068193818e-01
1.989717722158600433e-01,-7.379879536160319775e-01,1.503584622254248160e+00,-9.151361817464365167e-01,-4.744851774150711243e-01,-9.796390433897506078e-02,1.719359735934624878e+00
1.704868960114132914e+00,-2.440774880103572464e+00,-6.617386734113732683e-01,1.474732365590917915e+00,-6.692378589251798404e-01,-7.714895314437286711e-02,1.328885270695594922e+00
-2.289036155959636165e-01,7.813433249658319202e-01,-2.122430192591161724e+00,1.281596278500865438e+00,-1.087179353425979045e+00,-1.272222563486935298e+00,1.534672608924490644e+00
1.511784141919454427e+00,-1.335124530483304817e+00,-1.061532483392099158e+00,6.352131558613490769e-01,6.724706328160915403e-01,-3.811392906896247657e-01,-4.193762910508931352e-01
-5.751900414789898885e-01,-9.412818589826709159e-01,6.119248642021291040e-01,6.656699650949391422e-01,-2.177488707884829733e+00,-1.224917041938416995e+00,7.427248364923771939e-01
-2.307298090672356139e-01,-1.978950701054171812e-01,8.059161946729289649e-01,6.826691715722494891e-01,8.808382597090363975e-01,-1.558769744688591530e+00,-6.432116552735167581e-01
-5.329684462625206010e-02,-1.286414324679278742e+00,1.554859252619027465e-01,8.311114768558318655e-01,-2.558867043662184093e-01,-1.401353013634793587e+00,1.959838971211961489e+00
-4.589611668590933835e-01,-1.926056939177220872e+00,1.330664645771406196e+00,-1.808337549381674458e-01,-1.722661136896228573e+00,-9.272873859088106574e-01,1.135671518566295779e-01
9.337280343119992443e-01,9.318427462141685158e-01,1.022460517838120753e+00,2.137432223117590624e+00,-1.162431045774630745e+00,6.511664787255466713e-02,-6.696866736707256518e-01
6.429332156380735963e-01,-1.774103670539776578e+00,-2.651789094068596753e-01,1.864923347059453951e-01,-3.103150571793523160e-01,-1.195006489752016288e+00,1.692960956086002611e+00
1.610527890209155100e+00,-2.120052092585127390e-01,-1.451025915934275101e+00,-1.822050368633444384e-01,5.305978599882990032e-01,-8.170983717113149414e-01,6.860026528736931639e-02
-1.192196713068343739e+00,-3.265582361482818996e+00,-3.727577559445271471e-01,2.555329581715217180e-01,-6.577562693114183401e-02,3.448797713674272014e-01,1.779122011369412282e-01
-5.133311862007554627e-01,-1.020077837586036429e-01,1.550096359917520816e+00,-2.742957629644471318e-01,8.321779027521575278e-02,-3.332804446404247223e-01,1.084748868230916763e+00
