8.112011440451123434e-01,-1.261297601977985039e+01
3.029958962852017934e-01,2.661737999957450640e+00
-4.336823736412973584e-01,1.061696758780462879e+01
1.720901513277766082e+00,-1.126418917475679038e+01
-1.435407107393361914e-01,-3.058590765802286171e+00
-4.352389532636630753e-01,1.591725098352770829e+01
-2.485493994107356719e-01,1.242773505062908512e+01
-8.055002309229235546e-01,-8.784440851944442130e+00
-1.852697655417309797e+00,5.429017888613797638e+00
1.221163200079676603e+00,1.266179965278993791e+01
-4.297975305603553009e-01,3.686381962805879375e+00
-2.890444364841055491e-01,-1.405866898772296025e+01
-2.973754302974023211e-01,1.049159547548468518e+00
-5.454898158212249104e-01,7.754147497004537648e-01
-4.868841334923825204e-01,7.449669233995056317e+00
-2.563462168877340686e-01,-1.673735565677805326e+01
2.897645818002685947e-01,4.138830823921560764e+00
1.254225621449544636e+00,3.639770846210181876e+00
1.836833095843169783e+00,-1.675763064887899834e+00
9.156469204846187093e-01,1.871098727908593773e+01
-6.965773778967697671e-01,2.862286411450934320e+00
-5.922742565950464000e-01,7.652640914376939385e+00
-3.613340899648762733e-02,1.325287547185299530e+01
-2.142170261670591491e-01,-7.561748201548252446e+00
1.088225004098543058e+00,-5.150704864775846659e+00
-1.305046224199699401e+00,6.132351075643775573e+00
-1.201007009152517124e+00,8.755561982499477480e+00
5.216028689378666705e-01,-6.621209878210299493e+00
-7.269112721581134640e-01,-2.028422936152225731e+01
-3.392300073955565320e-01,1.418572170168184421e+01
3.649144983543115561e-01,-1.215240895754610584e+01
-1.368802642195060537e+00,-8.050970897040304664e+00
-6.701738848247110747e-01,8.395835587995279070e+00
-1.258161236871804700e+00,-2.881992315292871698e+00
-8.619115774669631191e-01,-4.703161857026634252e+00
1.508414864872575700e+00,1.842001407510748034e+00
-4.076615983835255030e-01,1.216266847982879717e+01
9.217707354092954386e-01,1.420715752441806679e+01
-3.517605819921633126e-01,-5.983108117955973526e+00
-3.221273968075164529e-01,-3.205201408267553953e-01
2.827628715845113549e-01,9.148229906035346914e+00
8.834935241719044097e-01,-6.928155128243266958e+00
-2.678421427850519732e-01,2.052344391331227058e+01
2.236711108677411186e+00,8.685176185758411549e+00
-9.382894838146834671e-01,3.094552369338760656e+00
-4.597704517028453619e-01,1.848278476446577656e+01
-1.259894406357112417e-01,-4.821500977514259212e+00
1.673677723911219495e+00,5.182464553163665499e+00
-1.671902440068886220e+00,-6.707450603161281499e+00
1.076469206743260187e+00,-9.500834430896745175e+00
5.587809098199344460e-01,-1.243662445884942791e+01
1.484397731583910973e+00,-3.917212042740390032e+00
1.114571058878246756e-01,-1.025160149272156218e+01
1.438408724622335599e+00,4.024603808870452770e-01
-1.803513393940819221e+00,-1.676966041046531908e+00
-2.051753765706828325e+00,-1.440198007993199170e+01
5.672609374671265803e-01,9.423897664397161478e+00
4.657420021747253613e-02,-1.539551024387736167e+00
-1.466008848052565039e+00,-3.966815228810243177e+00
-1.741874466099681440e+00,5.100577200950517920e+00
-1.060077268102454173e+00,-3.944934640040128837e+00
4.737089758228448244e-01,1.292968892148788917e+01
-4.252075355766560816e-01,2.226346832621399585e+01
-1.333176102977999600e+00,5.627255342752868206e-01
-2.893348157436326784e-01,1.129126178061898855e+01
-7.652593441143925590e-01,1.209197794844160434e+01
-7.953304485059684570e-01,-1.189756699382629357e+01
-4.760447282257381230e-01,-6.747124048027816734e+00
9.795112141146717910e-01,1.771466359832288262e+01
3.269031760445351709e-01,8.388505294322659012e+00
-8.211152946941783215e-01,-1.523193266882348063e+01
-8.982702555165468228e-01,3.245279920392379225e+00
1.290028780697723754e+00,7.673680789605393571e+00
-9.492753705026099054e-01,1.544266715025466308e-02
3.528481336457540696e-01,1.291428763887721232e+01
-2.237707491089530390e-02,2.296308421162452262e+00
1.430967106844236891e+00,2.261313045998774385e+01
-5.701046943426090197e-01,-6.463544732615905453e+00
9.601149265066404315e-01,-8.544985205296359965e+00
-8.096302132417447783e-01,2.016172797011564377e+00
2.255129885470022799e+00,-5.521157325037623131e+00
-1.343433820287081693e+00,-4.192387515819719912e-01
-1.025445899605089917e+00,-2.545960265586738380e+00
9.881787059858035405e-02,-1.123623777030466719e+01
-7.146349823745292706e-01,-3.493478589240028853e+00
-1.025112911587686693e+00,4.772551621291629687e+00
-7.394415892402936841e-01,4.120850163138268130e+00
-1.172925789214751102e+00,2.084654905100300049e+00
-3.786566489969429572e-01,-7.007188742978691209e+00
4.651222087146082429e-01,1.525651687673236090e+01
9.452517734508026903e-01,1.025849573591773023e+01
6.460465794919718618e-01,-1.626441696357982192e+00
-5.517403966131884108e-01,-6.363894778307136235e+00
1.208044285976917598e+00,1.162338324275330015e+00
3.343417640797739510e-01,5.558504100756910482e+00
-1.522276727864394497e+00,1.635789100369809512e+00
-7.022322169894895660e-02,5.191902310228252659e+00
5.660875983022414237e-01,-2.053737327548583380e+01
5.052483317145116670e-01,-6.794338026289019616e+00
9.999900000000000000e+04,3.225743597632659387e+00
