1.000000000000000000e+00,-1.209460242685933773e+00,-1.152568765136955109e-01,-2.045371319854682124e+00,1.879607909561783474e-01,-3.754987332634522890e-01,-6.637037704196995236e-01,1.211554973393520918e+00,1.911389874225970953e+00,-1.250134266485731560e+00,-1.038473254732496187e+00
1.000000000000000000e+00,-3.670925372137385789e-01,3.043967726772480731e-01,5.598986017444357310e-01,2.602391481780195193e-01,1.601975381544974875e+00,1.940724646979488655e-01,9.067387255701097049e-01,-5.723511420533069494e-01,-7.750916763475761417e-01,2.057309457793436547e+00
0.000000000000000000e+00,4.860752111900739636e-01,-3.882781967053380162e-02,1.214275860029546683e+00,2.507733265449750837e-01,-3.529040780819110213e-04,-1.707074876993578405e-01,-1.010742507263762358e+00,1.576639317430342116e-03,-1.103785377011337193e-01,-1.158822049814237420e+00
1.000000000000000000e+00,-3.547849813417309258e-03,-1.736774048421374228e-01,3.473652135658633622e-02,-4.943735924335968535e-01,-9.575011185959071691e-02,-1.307030809247379688e+00,6.602258141356660559e-01,-1.013389818573784185e+00,1.924284709605078358e+00,5.203679731193679991e-01
1.000000000000000000e+00,-1.078182279254428888e+00,1.053753596473647747e-01,1.184706588700573882e+00,2.960459043125592271e-01,-1.248196179268486583e+00,9.445757242298872258e-01,-5.321996749444187769e-01,6.175242050220870471e-01,5.171765651492636895e-01,-5.615324573820217047e-02
1.000000000000000000e+00,-4.414416347667873275e-01,1.714130878483794307e+00,1.241970020528617047e+00,1.061214198765835670e+00,1.267659736782141167e+00,-2.239488922893073664e-01,5.152025234942664289e-01,3.144976695251165411e-01,5.060384506776832714e-01,1.428255648153111013e+00
1.000000000000000000e+00,-4.985721636026274051e-01,-1.075589038727053026e+00,1.493974516651731532e+00,5.995760478157481366e-01,-5.971026341450931252e-01,4.789089586205357851e-01,-9.046784369471826404e-01,1.619229095349798697e-01,-9.643303803304578703e-02,2.984837098208402428e-02
1.000000000000000000e+00,-1.554566039317446524e+00,-2.270479662715267355e-01,-1.961870865109003992e+00,2.044984803208246937e+00,-1.884289183149433278e+00,1.707013875297570316e+00,-7.404283897498824540e-01,4.075153347932665149e-01,-5.757200872614027798e-01,1.583023428353860673e+00
0.000000000000000000e+00,4.130139196429257198e-01,1.183914949809925066e+00,5.854127237056032662e-01,-3.210956362579777124e-01,4.489648854596668404e-01,-1.555380350947334733e+00,-2.164608394822190807e+00,2.397690202451291164e+00,3.156301468388156839e-01,2.609429617326278206e-01
1.000000000000000000e+00,-1.135968184307520223e+00,2.016386407495545929e-01,-2.894069102394998261e-01,-1.408534124938995158e-01,6.806982273006532136e-01,-7.351354119264678078e-01,-1.706405440456051081e-01,-1.499378493736252649e+00,1.530448475636785322e+00,-1.523042777575356332e-01
1.000000000000000000e+00,5.587712661160479932e-01,-2.381664217644676451e-01,-4.249597478127876693e-01,-8.469253863548493744e-01,2.057851700020593977e-01,-1.188339423532385419e+00,5.152665927618826913e-01,7.749056029124588019e-01,-9.939334084604001252e-01,1.598123925342947560e+00
0.000000000000000000e+00,1.186350873398730688e+00,3.644776742929204949e-01,-7.280009513410303779e-01,-5.675218065256847355e-01,3.491422728211482918e-01,-1.481696073296577543e-01,-6.603140568159716617e-01,2.942892715407092741e-01,-2.455448954593154376e+00,2.097874266720911152e+00
1.000000000000000000e+00,5.516812150773096057e-01,3.413709135673606565e-01,-1.378061454330160807e+00,9.292842634494324905e-01,-9.261594807696202913e-01,2.570001712658333659e+00,8.276727859870306458e-01,-1.027774672571458048e+00,2.949840673801685242e-01,1.098533618397762091e+00
1.000000000000000000e+00,-1.303048004691487849e+00,5.016895107330191506e-01,-3.923420983734057232e-01,1.804034438292402731e+00,6.404226118595931494e-01,-1.352073329111276589e-01,3.417256791132542992e-01,-4.687175814930501921e-02,-4.265242560979729536e-01,-7.786466331591774814e-01
1.000000000000000000e+00,-1.528907631795698663e+00,3.070737703373560001e-01,-2.824022562981433615e-01,-2.856038510805204433e-01,9.021895298740397751e-01,9.138232794478670096e-01,1.079990056261153963e+00,5.398095871868267004e-01,3.578232376661630298e-02,-1.285053364691723710e+00
0.000000000000000000e+00,3.997820933049073822e-01,-7.010678700912701400e-01,-1.252824893171927467e+00,-8.126286414331496122e-01,1.565647894609685786e-01,-1.363032328810559246e+00,-2.025253639621160229e+00,-2.938590666347248512e-02,5.189676570988801529e-01,1.250979852727569952e+00
1.000000000000000000e+00,1.282603431407726702e-01,2.484276414368252472e-01,-6.067607195956866706e-01,-1.108235481279071566e+00,1.467478583748081711e+00,-1.136425294973625544e+00,-6.748356194358007265e-01,1.787515296866563630e-01,-3.339792484815559126e-01,2.120540611150513843e+00
1.000000000000000000e+00,1.107014654923387520e-01,-4.958507563399700557e-01,7.566244018169482333e-01,6.289428320829428820e-01,9.571609563523927333e-01,1.034304060188695196e-01,-2.358665722257006214e-01,2.161862746836309412e+00,-3.228450968027374857e-01,3.275995984193584842e-01
0.000000000000000000e+00,4.215392080808532671e-01,4.013617477001351630e-01,-3.221870362058945614e-01,-1.442556113531310968e+00,-1.911017656733168035e+00,-1.947537381690394032e+00,3.955686957456632652e-02,2.981214049808330116e-02,-1.250666077150538680e+00,2.105683493566099795e-01
1.000000000000000000e+00,-4.744481773599034669e-01,8.471118772641125227e-01,-5.174478615574857887e-01,-4.946458878162655060e-01,-3.607866162802537691e-01,1.614312350526961204e+00,3.355465494086413147e-01,-1.531859400812748628e+00,1.150131841981820280e+00,1.235337340059330158e+00
0.000000000000000000e+00,5.873151151638186240e-01,-1.325755663065944223e-01,2.226576932635205772e-02,-6.546527207869107245e-01,2.896343333189846936e-01,6.488512959495712495e-01,6.449180208982604467e-01,-1.390097353528363167e+00,-9.490587859898739209e-01,1.416227866158500936e-01
0.000000000000000000e+00,-1.532967540064231526e+00,-7.863704022051672127e-02,-2.897403478267223664e-01,7.624119566289250249e-01,9.060224688599735066e-01,2.628399613508614063e-01,-4.403647935622901910e-01,-1.444148957175851677e+00,6.684086780136412331e-01,-1.023167788827797214e-01
0.000000000000000000e+00,4.461868294985551486e-01,1.138790316628363275e+00,-8.048899594008494807e-02,2.095946723370988529e+00,1.354190820494362013e+00,-2.903692295870443085e-01,-2.210621983040399918e+00,5.437598183923999517e-01,5.033653812791988313e-01,-5.716411628685427182e-01
1.000000000000000000e+00,-1.131733152629028405e+00,1.007210246164178757e+00,7.991261712076943580e-01,1.786136641367786826e+00,-3.843985902427943246e-01,2.923018303912955917e-01,3.416102439800213553e+00,-1.615143308929064769e+00,-3.024458524476610344e-01,3.752523720766429149e-01
0.000000000000000000e+00,1.309445446548280212e-01,-8.089863378503067137e-01,-8.103367011344627668e-01,1.224749599557808932e-01,-7.385821567471192450e-01,-1.849011213163942680e+00,-4.026509233986254599e-01,-8.120673511062233008e-01,1.008137430787401145e+00,9.875347461239708524e-01
1.000000000000000000e+00,7.790985978721038929e-01,-1.251519884414545425e+00,9.695864176667930989e-01,4.931488326263305799e-01,-1.041458299833136758e+00,-2.183802081016411878e-01,-8.473528872254841582e-02,9.234384638619554941e-01,-4.131309144454138327e-01,5.652779039425328556e-01
1.000000000000000000e+00,1.084125162052376856e+00,-8.429057711403011854e-01,4.257111284239590288e-01,-4.013925534089269886e-01,9.818169771339998464e-01,-1.826690582442163313e+00,1.064170927929414083e-02,-5.393393480780591664e-01,9.169836033710533352e-01,6.791418460132681023e-01
0.000000000000000000e+00,-3.472305366495554435e-01,-4.950133567038398491e-02,1.084002466625977101e+00,1.329239887445700985e+00,-3.639626010135372791e-01,7.932082476537092308e-01,-1.598616427170955312e+00,6.897247987344651277e-01,-1.256257207424274380e+00,-1.518075318712048816e-01
0.000000000000000000e+00,-2.997135077460784044e-02,-4.954932349924766610e-01,-5.615300736552244487e-01,-4.676064787328836347e-01,-6.490028405606591555e-01,-4.050615203030784039e-01,-4.698820916612511112e-01,4.302114791926690551e-01,-6.661992090432408142e-01,-1.541619097004380379e+00
1.000000000000000000e+00,2.050372547560814329e+00,4.145093059122721413e-01,9.946044462207941361e-01,1.333503825898722406e+00,-6.193466943569952976e-01,-1.296809740682694390e+00,-2.801116263754964142e-01,1.678181167245212935e+00,-6.306153323692641477e-01,2.344572572995770710e+00
0.000000000000000000e+00,1.405275364413734129e+00,-1.201567204295912905e+00,5.936446594042167346e-01,4.771722744030327812e-01,-1.144070880651569366e+00,2.363375292290291474e-01,-9.971038257831870144e-01,-1.077470626211167071e+00,1.414714042665980775e+00,2.034964760497195879e+00
0.000000000000000000e+00,2.480890690265293019e-01,9.866359221141368652e-01,1.217767273176771248e+00,1.397597373354540151e+00,4.791925059408486676e-01,-2.025800978290242416e+00,9.701783077881525053e-01,-8.074433050101562648e-01,-6.630368180635403119e-01,9.726279197721821035e-01
1.000000000000000000e+00,8.214165856589171755e-01,-4.222165349354374264e-01,9.494278232212379764e-01,-6.226071502445421624e-01,1.804204346581450791e+00,1.771429891018855507e+00,-1.383092060340547880e+00,5.000358097295052318e-01,3.562510095030714252e-01,1.164450841297825834e+00
1.000000000000000000e+00,1.598769960966355708e+00,-8.086888663642526343e-01,-5.471800296667953534e-01,-1.188671668841375428e+00,8.997160479756347029e-02,-3.510519447426151407e-01,4.692466809474236666e-01,7.644277132059972280e-01,-2.459321159896375730e-01,-6.187615496956228034e-01
0.000000000000000000e+00,1.159472364755078866e+00,1.462036513980266850e-01,-6.214500172147235935e-01,-1.271831707450433724e-01,2.187606091509360362e-01,-5.180991350463436396e-01,-1.966959775897455520e+00,5.284772058003547324e-01,-1.971212048623231849e+00,-3.728504891302392155e-01
0.000000000000000000e+00,6.333676104499158521e-01,-8.139159328185354703e-01,5.699997392323959966e-01,5.062442945578657927e-01,-2.425041651561108402e+00,-1.050683250794898216e+00,1.429483225251915623e+00,-5.633936280874243807e-02,-6.338065401497835483e-01,-8.102523796283488400e-01
